ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_category,Length_cm,Width_cm,Height_cm,Fragile,Liquid_Leak_Prone,Perishable,Shipping_distance,Stacking_pressure,Delivery_urgency,Budget_level,Eco_preference,Material_constraint,Return_risk,recommended_packaging
6000,F,Ship,6,3,244,4,medium,M,5,1108,1,cosmetics,18,17,31,1,0,0,international,1,express,high,balanced,no_restrictions,0,Molded Pulp Tray + Corrugated Box
6001,D,Ship,4,5,239,6,low,M,4,1451,0,food,55,39,20,1,0,0,international,0,standard,high,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
6002,F,Road,4,3,270,5,low,F,3,1786,1,electronics,31,40,25,0,0,1,domestic,1,express,medium,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
6003,A,Road,6,4,282,4,low,M,6,1580,0,cosmetics,56,24,8,0,0,1,domestic,1,express,low,balanced,no_restrictions,0,Insulated Compostable Food Pack
6004,B,Road,6,5,295,4,medium,M,2,1981,0,clothing,15,27,8,0,0,1,domestic,1,express,high,balanced,no_plastic,0,Insulated Compostable Food Pack
6005,C,Road,6,1,255,4,low,M,5,1253,1,electronics,32,10,12,1,0,1,international,0,express,high,balanced,no_plastic,1,Insulated Compostable Food Pack
6006,F,Road,6,4,292,4,low,M,3,1826,1,electronics,10,38,30,1,0,0,local,0,standard,medium,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
6007,D,Road,6,3,244,4,low,F,1,1317,1,cosmetics,42,13,34,0,1,1,international,1,express,medium,low_cost,compostable_only,1,Leak-proof Compostable Container
6008,F,Road,6,1,306,4,low,M,1,1210,0,electronics,24,48,25,0,1,1,domestic,1,express,medium,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
6009,A,Road,6,1,258,4,low,M,3,1506,0,cosmetics,29,16,9,0,1,0,international,0,express,medium,low_cost,compostable_only,1,Leak-proof Compostable Container
6010,B,Road,4,2,265,6,low,M,8,1391,1,books,47,29,24,0,0,1,international,1,standard,medium,balanced,no_restrictions,1,Insulated Compostable Food Pack
6011,C,Road,5,1,227,5,low,M,7,1620,1,clothing,37,22,3,1,0,0,international,0,express,low,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
6012,F,Road,7,1,276,4,low,F,8,1560,1,glass_items,46,24,29,1,1,0,domestic,0,express,medium,balanced,only_recyclable,1,Leak-proof Compostable Container
6013,D,Road,6,4,244,4,medium,M,7,1795,0,books,7,43,21,1,0,0,local,1,standard,medium,balanced,only_recyclable,1,100% Recyclable Cardboard Box
6014,F,Road,4,3,217,6,medium,F,6,1552,0,clothing,19,29,21,0,1,1,local,0,express,low,balanced,no_plastic,0,Leak-proof Compostable Container
6015,A,Road,2,3,211,3,low,F,8,1172,0,food,40,8,23,1,0,1,international,1,express,high,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
6016,B,Road,4,2,227,5,low,M,7,1354,1,electronics,13,28,7,1,1,1,local,1,standard,medium,balanced,compostable_only,1,Leak-proof Compostable Container
6017,C,Road,5,3,249,4,medium,M,1,1014,1,cosmetics,42,18,13,0,0,0,local,0,standard,medium,low_cost,compostable_only,0,Compostable Paper Wrap Pack
6018,F,Road,6,3,269,4,low,M,3,1006,0,books,46,14,8,1,0,0,domestic,1,standard,medium,low_cost,compostable_only,0,Compostable Paper Wrap Pack
6019,D,Road,6,5,278,4,medium,F,6,1140,0,electronics,24,32,2,1,0,0,international,0,express,high,max_sustainability,compostable_only,1,Molded Pulp Tray + Corrugated Box
6020,F,Road,6,5,282,4,medium,M,3,1385,0,electronics,29,7,19,1,1,1,local,1,standard,medium,balanced,no_plastic,0,Leak-proof Compostable Container
6021,A,Road,6,4,300,4,medium,F,7,1607,0,clothing,27,30,20,0,1,1,domestic,1,express,high,balanced,no_plastic,0,Leak-proof Compostable Container
6022,B,Road,5,5,259,5,low,F,9,1624,0,clothing,45,8,35,0,0,0,international,0,standard,low,low_cost,only_recyclable,1,Recycled Cardboard Box
6023,C,Road,6,1,295,4,medium,F,6,1611,0,books,14,10,13,0,1,1,local,1,standard,low,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
6024,F,Flight,5,5,238,5,low,M,2,1657,0,cosmetics,28,42,17,1,0,1,domestic,0,express,medium,low_cost,compostable_only,1,Insulated Compostable Food Pack
6025,D,Flight,5,3,270,5,medium,F,7,1303,1,clothing,30,21,18,0,1,0,international,0,express,low,balanced,no_plastic,1,Leak-proof Compostable Container
6026,F,Flight,5,3,267,5,low,M,6,1119,1,cosmetics,42,10,39,1,1,1,local,1,express,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
6027,A,Flight,4,1,270,5,medium,M,9,1280,1,cosmetics,10,41,3,1,1,1,local,1,express,high,balanced,compostable_only,1,Leak-proof Compostable Container
6028,B,Flight,4,1,245,5,medium,F,8,1923,0,cosmetics,30,26,10,1,1,0,domestic,0,standard,low,balanced,compostable_only,0,Leak-proof Compostable Container
6029,C,Flight,6,4,262,4,low,F,10,1068,1,cosmetics,22,48,34,1,1,0,international,0,standard,high,balanced,no_restrictions,1,Leak-proof Compostable Container
6030,F,Flight,4,2,245,5,low,M,8,1122,1,food,25,12,34,0,1,1,international,0,express,medium,balanced,no_plastic,0,Leak-proof Compostable Container
6031,D,Flight,6,2,268,4,low,M,7,1943,0,electronics,53,39,11,0,0,1,domestic,1,express,high,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
6032,F,Flight,5,1,262,5,low,M,1,1488,1,food,53,32,28,0,0,1,domestic,0,express,high,balanced,no_plastic,1,Insulated Compostable Food Pack
6033,A,Flight,6,3,283,5,medium,M,10,1483,0,cosmetics,11,30,27,0,0,0,domestic,0,express,low,balanced,only_recyclable,1,100% Recyclable Cardboard Box
6034,B,Flight,5,3,260,5,medium,M,8,1001,0,clothing,32,39,21,0,1,1,international,0,express,low,low_cost,compostable_only,1,Leak-proof Compostable Container
6035,C,Flight,7,5,258,4,low,F,4,1677,1,books,9,33,15,0,0,1,international,0,standard,low,balanced,no_restrictions,1,Insulated Compostable Food Pack
6036,F,Flight,5,2,130,4,medium,F,1,1877,0,books,53,40,19,0,1,1,local,0,standard,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6037,D,Flight,6,3,262,5,low,M,9,1053,0,cosmetics,30,23,22,1,0,0,local,0,express,high,low_cost,no_plastic,1,Molded Pulp Tray + Corrugated Box
6038,F,Flight,6,2,293,4,low,F,4,1764,1,electronics,27,7,32,1,0,1,domestic,1,standard,medium,max_sustainability,compostable_only,1,Insulated Compostable Food Pack
6039,A,Flight,7,1,255,5,medium,M,10,1238,1,clothing,51,20,14,1,1,0,local,0,standard,medium,low_cost,no_restrictions,1,Leak-proof Compostable Container
6040,B,Flight,6,1,242,5,low,F,5,1555,0,glass_items,33,13,22,1,0,1,domestic,1,express,low,balanced,only_recyclable,1,Insulated Compostable Food Pack
6041,C,Flight,6,3,264,4,medium,F,6,1622,1,books,10,40,35,1,1,0,local,1,standard,medium,balanced,only_recyclable,0,Leak-proof Compostable Container
6042,F,Flight,6,4,253,4,low,F,7,1485,0,cosmetics,47,9,19,1,1,0,local,1,express,low,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
6043,D,Flight,5,5,271,5,low,F,4,1667,0,food,7,14,8,0,0,0,local,1,express,medium,balanced,no_plastic,1,Molded Pulp Tray + Corrugated Box
6044,F,Flight,6,2,250,4,medium,F,3,1777,1,electronics,48,23,26,1,1,0,international,0,express,low,low_cost,no_restrictions,0,Leak-proof Compostable Container
6045,A,Flight,4,3,266,5,high,F,5,1590,0,food,12,40,10,1,0,0,domestic,1,standard,low,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
6046,B,Ship,6,2,286,4,low,F,4,1594,0,clothing,33,12,33,1,1,0,international,0,standard,high,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6047,C,Ship,5,2,275,5,low,M,9,1373,0,books,20,15,6,0,1,0,local,0,standard,high,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
6048,F,Ship,6,3,295,5,low,M,4,1392,0,glass_items,22,13,29,0,1,0,international,0,express,low,low_cost,no_plastic,1,Leak-proof Compostable Container
6049,D,Ship,5,1,269,6,medium,F,8,1341,0,cosmetics,28,20,33,1,0,0,local,0,standard,high,balanced,only_recyclable,1,100% Recyclable Cardboard Box
6050,F,Ship,4,1,239,5,low,F,1,1780,1,electronics,47,48,11,1,0,1,international,0,standard,high,low_cost,no_plastic,1,Insulated Compostable Food Pack
6051,A,Ship,6,4,271,4,medium,M,8,1867,0,electronics,10,44,35,0,1,0,local,1,express,medium,max_sustainability,compostable_only,1,Leak-proof Compostable Container
6052,B,Ship,6,5,165,6,low,F,6,1529,1,clothing,30,42,3,0,1,1,domestic,0,express,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
6053,C,Ship,7,2,302,5,medium,M,5,1614,0,electronics,7,49,11,1,0,0,international,0,express,low,low_cost,no_restrictions,0,Molded Pulp Tray + Corrugated Box
6054,F,Ship,6,2,293,6,low,F,10,1919,1,glass_items,6,9,39,0,0,1,local,0,express,low,balanced,compostable_only,1,Insulated Compostable Food Pack
6055,D,Ship,4,4,202,3,low,F,3,5524,1,glass_items,48,7,4,0,0,1,local,0,standard,low,balanced,only_recyclable,1,Insulated Compostable Food Pack
6056,F,Ship,2,3,185,3,medium,F,7,4246,0,food,12,47,9,0,1,1,local,0,standard,high,balanced,only_recyclable,1,Leak-proof Compostable Container
6057,A,Ship,4,4,210,2,medium,M,8,5942,0,electronics,36,28,27,0,0,0,local,0,express,low,balanced,only_recyclable,1,100% Recyclable Cardboard Box
6058,B,Ship,3,5,186,2,medium,M,8,5924,0,electronics,7,15,14,0,1,1,domestic,0,standard,high,balanced,compostable_only,1,Leak-proof Compostable Container
6059,C,Ship,3,4,163,3,low,M,7,5913,0,electronics,30,5,10,0,1,1,international,1,standard,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6060,F,Ship,3,4,168,3,low,M,5,5964,0,books,50,47,28,1,0,1,domestic,1,standard,low,low_cost,no_restrictions,0,Insulated Compostable Food Pack
6061,D,Ship,4,3,199,3,low,M,8,4391,1,food,39,21,18,0,0,1,international,0,standard,high,low_cost,compostable_only,1,Insulated Compostable Food Pack
6062,F,Ship,3,5,271,2,medium,M,7,4958,0,electronics,11,19,6,1,1,0,domestic,1,express,high,low_cost,no_plastic,1,Leak-proof Compostable Container
6063,A,Ship,3,4,164,3,low,F,4,4796,0,electronics,9,47,18,1,1,0,local,0,standard,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
6064,B,Ship,4,1,231,2,medium,M,3,4696,0,glass_items,18,5,28,1,1,0,international,0,express,high,low_cost,no_restrictions,0,Leak-proof Compostable Container
6065,C,Ship,3,1,196,2,low,M,10,4141,1,books,39,40,22,0,0,1,domestic,0,standard,high,balanced,no_restrictions,0,Insulated Compostable Food Pack
6066,F,Ship,4,2,218,3,low,F,2,4949,0,books,21,12,20,1,1,1,local,1,standard,medium,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
6067,D,Ship,5,1,267,4,low,M,5,4440,1,books,11,36,27,1,1,0,domestic,1,standard,high,low_cost,no_restrictions,1,Leak-proof Compostable Container
6068,F,Ship,4,4,163,3,low,F,5,4440,0,cosmetics,10,41,27,1,0,0,international,0,express,high,max_sustainability,no_restrictions,1,Molded Pulp Tray + Corrugated Box
6069,A,Ship,4,1,224,4,medium,F,5,4887,0,food,29,30,5,1,1,1,international,1,standard,medium,low_cost,no_plastic,0,Leak-proof Compostable Container
6070,B,Ship,3,4,156,2,medium,F,10,5107,1,glass_items,5,32,2,0,0,0,domestic,1,standard,high,low_cost,compostable_only,0,Compostable Paper Wrap Pack
6071,C,Ship,5,5,175,6,low,F,2,4883,1,electronics,49,29,6,1,1,1,domestic,0,standard,high,max_sustainability,compostable_only,1,Leak-proof Compostable Container
6072,F,Ship,3,4,257,5,medium,F,5,5365,0,books,5,9,7,0,1,1,domestic,0,express,low,low_cost,no_plastic,0,Leak-proof Compostable Container
6073,D,Ship,4,4,259,3,low,M,3,4509,0,glass_items,18,18,26,1,0,0,international,0,express,high,balanced,only_recyclable,0,Molded Pulp Tray + Corrugated Box
6074,F,Ship,3,3,112,4,low,F,7,5716,1,glass_items,9,40,35,0,0,0,international,0,express,medium,balanced,no_restrictions,1,Corrugated Box + Molded Pulp
6075,A,Ship,4,3,145,4,medium,M,2,5735,0,glass_items,59,13,29,0,0,0,local,1,express,high,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
6076,B,Ship,3,1,230,3,medium,M,3,4957,0,books,44,13,22,1,1,1,local,0,standard,low,low_cost,only_recyclable,0,Leak-proof Compostable Container
6077,C,Ship,3,4,188,4,low,F,6,5016,0,food,54,23,35,0,1,0,domestic,1,express,medium,balanced,no_plastic,1,Leak-proof Compostable Container
6078,F,Ship,3,2,132,4,medium,F,3,4512,0,books,6,38,35,1,0,0,local,1,express,high,balanced,compostable_only,0,Compostable Paper Wrap Pack
6079,D,Ship,4,1,239,4,high,M,2,5502,0,books,30,34,30,1,1,0,domestic,1,express,medium,low_cost,no_restrictions,0,Leak-proof Compostable Container
6080,F,Ship,2,5,167,3,medium,M,8,4605,0,books,59,12,6,1,1,1,domestic,1,standard,high,low_cost,no_plastic,1,Leak-proof Compostable Container
6081,A,Ship,3,1,133,3,medium,M,7,4004,1,books,44,37,30,1,0,1,domestic,1,express,high,max_sustainability,compostable_only,1,Insulated Compostable Food Pack
6082,B,Ship,4,2,270,2,high,F,9,5080,1,glass_items,11,28,2,0,1,0,local,0,express,low,balanced,no_plastic,0,Leak-proof Compostable Container
6083,C,Ship,4,3,229,2,medium,M,7,5364,1,books,48,11,16,1,0,0,domestic,0,standard,low,balanced,compostable_only,1,Compostable Paper Wrap Pack
6084,F,Ship,5,1,261,4,high,F,6,4852,0,food,57,16,27,1,0,0,domestic,1,express,medium,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
6085,D,Ship,2,1,192,3,low,F,9,4774,0,books,22,27,8,1,1,1,local,1,standard,low,max_sustainability,no_plastic,0,Leak-proof Compostable Container
6086,F,Ship,4,5,217,3,low,F,6,4848,1,glass_items,13,7,2,1,1,0,domestic,0,standard,high,balanced,no_restrictions,0,Leak-proof Compostable Container
6087,A,Ship,4,3,246,2,low,M,6,4908,0,electronics,46,13,27,0,1,1,domestic,0,standard,low,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
6088,B,Ship,5,5,208,2,medium,M,8,5321,0,food,37,30,9,0,0,0,domestic,1,standard,low,balanced,no_plastic,1,Corrugated Box + Molded Pulp
6089,C,Ship,5,1,148,3,low,F,5,5790,0,electronics,41,49,13,0,1,0,domestic,1,standard,low,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
6090,F,Ship,4,1,132,6,high,M,8,4902,1,cosmetics,24,20,8,0,0,1,domestic,1,standard,low,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
6091,D,Ship,4,2,249,3,low,F,6,5051,1,electronics,27,28,11,0,1,0,domestic,1,standard,medium,balanced,no_plastic,0,Leak-proof Compostable Container
6092,F,Ship,3,3,225,4,low,F,9,5468,1,glass_items,52,35,13,0,0,0,domestic,1,express,low,max_sustainability,compostable_only,1,Molded Pulp Tray + Corrugated Box
6093,A,Ship,5,1,279,4,medium,F,3,4607,0,food,38,29,7,0,1,0,local,0,express,medium,max_sustainability,compostable_only,1,Leak-proof Compostable Container
6094,B,Ship,4,2,183,2,low,F,8,4921,0,electronics,22,40,15,0,0,1,local,0,standard,low,balanced,no_restrictions,0,Insulated Compostable Food Pack
6095,C,Ship,4,4,215,2,high,F,6,5238,0,cosmetics,44,14,22,0,0,0,domestic,0,standard,medium,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
6096,F,Ship,6,4,195,5,high,F,10,4225,0,clothing,11,17,12,0,1,1,local,0,express,low,balanced,no_plastic,1,Leak-proof Compostable Container
6097,D,Ship,4,2,156,2,medium,M,5,4467,1,clothing,42,48,9,0,0,0,local,1,express,high,balanced,no_restrictions,1,Corrugated Box + Molded Pulp
6098,F,Ship,3,5,160,3,low,F,8,4106,0,books,11,22,17,0,0,1,international,0,standard,high,max_sustainability,compostable_only,1,Insulated Compostable Food Pack
6099,A,Ship,5,5,153,5,medium,M,10,5297,0,glass_items,56,7,5,1,0,0,international,0,standard,medium,low_cost,no_restrictions,1,Molded Pulp Tray + Corrugated Box
6100,B,Ship,3,4,215,3,high,F,5,4670,1,food,41,36,16,1,1,1,international,0,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
6101,C,Ship,4,3,163,3,low,F,7,4556,0,cosmetics,17,38,28,0,1,1,domestic,1,express,low,low_cost,only_recyclable,1,Leak-proof Compostable Container
6102,F,Ship,4,2,195,3,medium,M,8,5198,0,food,11,30,12,0,1,1,local,0,standard,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
6103,D,Ship,4,3,170,2,low,M,3,4587,1,books,36,28,31,1,0,0,domestic,1,express,low,low_cost,compostable_only,0,Recycled Cardboard Box
6104,F,Ship,3,3,133,3,low,M,5,5937,0,clothing,38,26,18,0,1,0,international,1,standard,low,low_cost,compostable_only,0,Leak-proof Compostable Container
6105,A,Ship,5,2,171,6,medium,F,5,5981,1,electronics,55,22,33,0,0,0,local,1,standard,low,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
6106,B,Ship,3,5,186,3,medium,M,7,4764,0,cosmetics,49,15,36,0,1,1,domestic,0,standard,medium,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
6107,C,Ship,4,2,246,3,high,M,5,5960,0,books,55,36,7,0,0,0,local,1,standard,low,low_cost,no_restrictions,0,Recycled Cardboard Box
6108,F,Ship,3,3,170,3,low,F,7,5427,1,glass_items,19,49,8,0,0,0,local,1,express,medium,low_cost,no_plastic,0,Corrugated Box + Molded Pulp
6109,D,Ship,2,5,189,2,low,M,9,5245,0,food,13,48,12,0,0,1,domestic,1,standard,medium,low_cost,no_plastic,1,Insulated Compostable Food Pack
6110,F,Ship,4,5,216,2,low,F,8,5767,1,electronics,52,49,30,1,0,1,domestic,1,express,high,balanced,no_restrictions,0,Insulated Compostable Food Pack
6111,A,Ship,4,2,264,3,low,M,10,5137,1,clothing,43,32,32,1,0,0,domestic,0,express,low,low_cost,only_recyclable,1,Recycled Cardboard Box
6112,B,Ship,5,4,268,3,low,F,3,5320,1,cosmetics,20,13,31,0,1,1,local,1,express,medium,balanced,no_plastic,0,Leak-proof Compostable Container
6113,C,Ship,4,1,225,2,medium,F,10,4577,1,books,17,15,35,1,1,1,local,1,standard,high,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
6114,F,Ship,4,2,252,2,high,F,4,5233,1,glass_items,46,23,33,1,0,1,domestic,0,standard,low,low_cost,compostable_only,1,Insulated Compostable Food Pack
6115,D,Ship,3,2,204,3,low,F,8,4586,1,electronics,43,25,27,1,1,0,domestic,1,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
6116,F,Ship,5,1,193,2,medium,F,1,4450,0,glass_items,52,30,17,0,0,1,local,0,standard,low,balanced,compostable_only,1,Insulated Compostable Food Pack
6117,A,Ship,5,3,220,3,low,F,9,5324,0,books,17,29,15,0,0,1,domestic,1,express,low,low_cost,no_plastic,0,Insulated Compostable Food Pack
6118,B,Ship,6,4,271,3,low,F,7,5192,1,clothing,28,41,14,0,0,1,international,1,standard,medium,max_sustainability,no_plastic,1,Insulated Compostable Food Pack
6119,C,Ship,2,2,227,4,medium,M,6,4104,1,clothing,49,41,9,1,1,1,local,0,standard,medium,low_cost,compostable_only,1,Leak-proof Compostable Container
6120,F,Ship,4,1,206,5,medium,F,7,5941,1,books,48,37,16,0,1,1,local,1,express,high,balanced,compostable_only,1,Leak-proof Compostable Container
6121,D,Ship,4,2,142,3,medium,F,3,4644,0,food,37,39,33,1,0,1,international,0,standard,medium,balanced,no_plastic,0,Insulated Compostable Food Pack
6122,F,Ship,5,5,236,2,medium,M,2,5210,0,clothing,57,18,18,0,0,0,local,0,standard,high,low_cost,no_plastic,0,Corrugated Box + Molded Pulp
6123,A,Ship,5,4,275,2,medium,M,10,5395,1,books,29,30,4,1,0,1,local,1,express,medium,balanced,no_restrictions,0,Insulated Compostable Food Pack
6124,B,Ship,3,5,144,2,medium,M,2,4629,1,glass_items,24,12,38,1,0,0,domestic,1,express,high,balanced,only_recyclable,1,100% Recyclable Cardboard Box
6125,C,Ship,4,5,194,3,medium,M,3,5168,1,food,46,7,29,1,0,0,domestic,0,express,high,low_cost,only_recyclable,1,100% Recyclable Cardboard Box
6126,F,Ship,3,2,260,3,low,M,9,4591,1,cosmetics,35,25,6,1,0,1,local,1,express,low,low_cost,compostable_only,1,Insulated Compostable Food Pack
6127,D,Ship,3,4,240,3,medium,M,8,4410,0,clothing,33,49,17,0,1,1,domestic,0,standard,low,low_cost,only_recyclable,1,Leak-proof Compostable Container
6128,F,Ship,3,2,136,3,high,F,2,5739,0,books,35,9,20,0,1,0,international,1,standard,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6129,A,Ship,3,3,132,2,medium,M,1,4687,0,electronics,17,45,12,0,1,1,domestic,1,standard,medium,max_sustainability,compostable_only,1,Leak-proof Compostable Container
6130,B,Ship,4,2,266,3,medium,M,7,5121,0,clothing,30,35,22,0,0,0,international,1,standard,high,low_cost,only_recyclable,1,100% Recyclable Cardboard Box
6131,C,Ship,4,1,263,3,high,M,5,4782,0,cosmetics,55,5,33,1,1,1,local,1,standard,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6132,F,Ship,5,5,270,3,low,F,9,5807,1,food,58,12,3,1,1,1,international,0,standard,high,low_cost,no_restrictions,0,Leak-proof Compostable Container
6133,D,Ship,3,3,208,5,low,F,10,4258,0,cosmetics,16,47,8,1,0,1,local,0,standard,medium,balanced,no_restrictions,1,Insulated Compostable Food Pack
6134,F,Ship,5,5,206,3,low,M,1,5520,0,cosmetics,9,40,15,0,1,0,domestic,0,standard,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6135,A,Ship,3,3,159,3,low,M,3,5230,1,clothing,40,47,27,1,0,1,local,0,standard,high,balanced,compostable_only,0,Insulated Compostable Food Pack
6136,B,Ship,4,3,162,3,low,M,4,5913,1,food,12,40,16,0,1,0,international,1,express,high,balanced,only_recyclable,1,Leak-proof Compostable Container
6137,C,Ship,3,2,177,2,medium,M,4,4417,0,books,41,15,24,1,0,0,local,0,standard,low,balanced,compostable_only,0,Compostable Paper Wrap Pack
6138,F,Ship,3,3,168,4,low,F,4,4096,1,electronics,40,11,12,0,1,1,domestic,0,express,medium,low_cost,no_plastic,0,Leak-proof Compostable Container
6139,D,Road,3,1,267,4,medium,F,4,4914,1,food,39,9,16,0,1,0,domestic,0,express,low,low_cost,only_recyclable,0,Leak-proof Compostable Container
6140,F,Road,4,5,222,3,medium,F,7,5844,0,clothing,52,9,12,1,0,0,international,1,express,medium,low_cost,no_plastic,0,Molded Pulp Tray + Corrugated Box
6141,A,Road,3,2,234,3,low,F,10,4781,0,books,18,17,2,0,0,0,international,1,standard,low,balanced,no_restrictions,0,Corrugated Box + Molded Pulp
6142,B,Road,3,1,133,3,low,F,9,5724,0,food,14,25,29,0,0,0,local,1,express,low,low_cost,only_recyclable,1,Recycled Cardboard Box
6143,C,Road,4,4,207,3,low,F,10,4533,0,food,19,36,33,0,1,1,international,0,express,low,balanced,no_plastic,0,Leak-proof Compostable Container
6144,F,Road,4,3,243,4,low,F,9,4811,0,books,44,19,38,1,0,0,domestic,1,standard,medium,low_cost,no_plastic,0,Corrugated Box + Molded Pulp
6145,D,Road,5,5,161,3,low,F,1,4470,1,clothing,54,27,20,1,1,0,international,1,standard,high,balanced,no_plastic,0,Leak-proof Compostable Container
6146,F,Road,3,5,193,3,medium,F,6,5302,0,clothing,17,46,39,1,1,0,domestic,1,express,medium,balanced,no_plastic,0,Leak-proof Compostable Container
6147,A,Road,4,5,234,4,medium,M,9,5769,0,clothing,26,35,26,0,0,0,domestic,0,express,high,low_cost,no_plastic,1,Corrugated Box + Molded Pulp
6148,B,Road,2,1,185,6,medium,F,7,4138,1,cosmetics,53,32,18,0,1,1,domestic,1,standard,medium,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
6149,C,Road,4,5,242,2,medium,F,5,4806,0,cosmetics,51,15,12,1,1,0,local,0,standard,high,low_cost,only_recyclable,0,Leak-proof Compostable Container
6150,F,Road,4,5,252,2,high,F,6,4147,1,food,40,40,36,0,0,0,local,1,standard,medium,low_cost,compostable_only,1,Compostable Paper Wrap Pack
6151,D,Road,4,3,179,3,low,F,3,5495,1,glass_items,58,44,16,0,0,0,international,1,express,medium,low_cost,only_recyclable,1,100% Recyclable Cardboard Box
6152,F,Road,4,3,158,3,high,F,5,5602,0,electronics,9,43,6,1,1,0,local,0,express,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
6153,A,Road,3,1,226,3,low,F,8,4002,0,food,49,6,19,0,0,1,local,0,standard,high,balanced,no_plastic,0,Insulated Compostable Food Pack
6154,B,Road,5,4,269,2,medium,F,2,5962,0,books,35,16,20,0,0,0,local,0,express,medium,balanced,no_plastic,1,Molded Pulp Tray + Corrugated Box
6155,C,Road,3,5,148,3,low,F,7,5685,0,cosmetics,28,31,5,0,0,1,international,0,standard,medium,low_cost,no_restrictions,0,Insulated Compostable Food Pack
6156,F,Road,4,5,159,2,low,F,3,5704,0,electronics,12,49,27,0,1,1,local,1,express,high,low_cost,compostable_only,0,Leak-proof Compostable Container
6157,D,Road,3,4,273,4,medium,M,4,5361,0,clothing,33,35,10,0,1,0,international,0,standard,medium,balanced,compostable_only,0,Leak-proof Compostable Container
6158,F,Road,3,4,233,3,medium,M,5,5306,0,food,30,38,10,1,0,0,domestic,1,standard,low,balanced,compostable_only,0,Compostable Paper Wrap Pack
6159,A,Road,4,5,182,3,medium,F,2,4473,0,books,55,40,30,0,1,0,international,0,standard,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6160,B,Road,3,4,153,2,medium,M,5,4023,1,cosmetics,51,43,22,1,0,1,domestic,1,express,high,balanced,no_plastic,0,Insulated Compostable Food Pack
6161,C,Flight,4,5,210,2,medium,M,5,5683,0,clothing,21,8,24,1,0,1,local,1,express,low,max_sustainability,only_recyclable,0,Insulated Compostable Food Pack
6162,F,Flight,4,1,241,3,medium,M,6,4558,0,electronics,55,46,38,1,0,1,domestic,0,express,low,low_cost,compostable_only,1,Insulated Compostable Food Pack
6163,D,Flight,3,2,220,3,low,M,8,5032,1,glass_items,27,5,25,1,1,0,international,1,express,low,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
6164,F,Flight,5,4,211,3,medium,F,7,4856,0,clothing,39,47,32,1,0,0,international,0,express,medium,low_cost,only_recyclable,0,Molded Pulp Tray + Corrugated Box
6165,A,Flight,3,5,151,3,low,F,1,4088,0,electronics,49,31,35,0,1,1,local,0,standard,low,low_cost,no_restrictions,0,Leak-proof Compostable Container
6166,B,Flight,5,5,267,3,medium,M,9,4775,1,books,46,20,27,0,1,1,international,1,standard,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6167,C,Flight,4,3,250,2,medium,M,4,4808,1,clothing,55,22,25,1,0,1,international,0,standard,low,low_cost,no_restrictions,1,Insulated Compostable Food Pack
6168,F,Flight,4,3,181,3,low,F,5,5398,1,cosmetics,33,40,4,1,1,0,domestic,1,standard,medium,low_cost,only_recyclable,0,Leak-proof Compostable Container
